random-seed,100
10769,[81 82 281],281
11076,[81 82 281],281
3184,[175 141 287],287
4029,[83 82 281],281
2067,[],279
7886,[205 162 164 293],293
11890,[50 61 62 66 280],280
5656,[33 207 278],278
12243,[50 61 62 66 280],280
8086,[293],293
9570,[88 32 207 278],278
7432,[213 151 168 294],294
6970,[86 85 281],281
7050,[111 118 119 285],285
11158,[32 207 278],278
4764,[278],278
5365,[45 279],279
7635,[62 66 280],280
11716,[51 52 67 280],280
4294,[207 278],278
8031,[8 9 45 279],279
1265,[82 281],281
9668,[92 93 282],282
4172,[289],289
1457,[162 164 293],293
1021,[68 67 280],280
13229,[47 39 40 9 45 279],279
6488,[119 285],285
2349,[180 24 29 277],277
1203,[],285
1029,[221 220 219 26 276],276
9332,[48 49 15 45 279],279
5580,[286],286
12388,[65 16 66 280],280
11243,[32 207 278],278
11648,[51 52 67 280],280
4349,[63 62 66 280],280
7785,[172 138 143 5 287],287
7838,[277],277
3132,[],278
12321,[65 16 66 280],280
7653,[23 11 211 19 285],285
3749,[287],287
10365,[17 90 282],282
1543,[],281
8436,[],277
7519,[101 283],283
5722,[33 207 278],278
10089,[1 51 52 67 280],280
10512,[17 90 282],282
9632,[92 93 282],282
4912,[119 285],285
10142,[1 51 52 67 280],280
10548,[17 90 282],282
10049,[1 51 52 67 280],280
3409,[45 279],279
6983,[86 85 281],281
7031,[285],285
2509,[9 45 279],279
7862,[205 162 164 293],293
6418,[45 279],279
899,[22 121 19 285],285
11001,[81 82 281],281
8244,[185 294],294
1639,[138 143 5 287],287
5343,[45 279],279
5181,[40 9 45 279],279
4483,[211 19 285],285
7821,[277],277
5994,[281],281
8125,[207 278],278
9577,[88 32 207 278],278
4972,[92 93 282],282
10908,[81 82 281],281
2135,[90 282],282
9210,[48 49 15 45 279],279
12051,[50 61 62 66 280],280
7318,[9 45 279],279
12198,[50 61 62 66 280],280
2921,[101 283],283
7592,[62 66 280],280
4012,[],276
10082,[1 51 52 67 280],280
6963,[86 85 281],281
8256,[185 294],294
8204,[],289
8627,[19 285],285
555,[56 279],279
3532,[85 281],281
2330,[133 289],289
3317,[45 279],279
362,[191 175 141 287],287
10428,[17 90 282],282
7827,[277],277
10615,[17 90 282],282
6160,[105 106 284],284
11112,[81 82 281],281
8104,[207 278],278
8440,[],277
4601,[106 284],284
4364,[63 62 66 280],280
11189,[32 207 278],278
6957,[86 85 281],281
3612,[66 280],280
3272,[61 62 66 280],280
12630,[65 16 66 280],280
11386,[51 52 67 280],280
6773,[101 283],283
9713,[92 93 282],282
12037,[50 61 62 66 280],280
12945,[54 55 56 279],279
3398,[45 279],279
12222,[50 61 62 66 280],280
4394,[16 66 280],280
11973,[50 61 62 66 280],280
2074,[],279
13292,[47 39 40 9 45 279],279
12894,[54 55 56 279],279
9545,[88 32 207 278],278
11193,[32 207 278],278
9458,[88 32 207 278],278
2336,[133 289],289
1608,[5 287],287
4153,[205 162 164 293],293
7236,[176 126 288],288
1612,[136 289],289
7092,[100 101 283],283
10554,[17 90 282],282
9657,[92 93 282],282
11099,[81 82 281],281
1797,[34 33 207 278],278
2583,[55 56 279],279
11055,[81 82 281],281
8756,[206 88 32 207 278],278
6760,[101 283],283
8528,[286],286
7307,[9 45 279],279
2607,[55 56 279],279
8278,[281],281
1929,[201 202 133 131 129 288],288
12896,[54 55 56 279],279
5688,[33 207 278],278
11346,[32 207 278],278
5300,[45 279],279
4386,[16 66 280],280
12042,[50 61 62 66 280],280
12778,[54 55 56 279],279
8374,[93 282],282
8054,[8 9 45 279],279
5303,[45 279],279
8720,[206 88 32 207 278],278
12577,[65 16 66 280],280
7486,[101 283],283
4866,[81 82 281],281
9370,[48 49 15 45 279],279
4197,[207 278],278
794,[139 126 288],288
8426,[138 143 5 287],287
3347,[45 279],279
1724,[34 33 207 278],278
2848,[15 45 279],279
9728,[92 93 282],282
5744,[121 19 285],285
8632,[19 285],285
1258,[82 281],281
7034,[285],285
3226,[61 62 66 280],280
11140,[81 82 281],281
8982,[49 15 45 279],279
11210,[32 207 278],278
1059,[4 286],286
407,[164 293],293
4996,[116 74 197 113 112 105 106 284],284
8617,[19 285],285
7091,[100 101 283],283
10575,[17 90 282],282
9864,[1 51 52 67 280],280
11255,[32 207 278],278
1150,[],285
857,[32 207 278],278
4789,[183 45 279],279
5926,[177 176 126 288],288
10866,[81 82 281],281
4624,[106 284],284
9887,[1 51 52 67 280],280
2829,[283],283
5434,[195 291],291
2925,[101 283],283
4666,[175 141 287],287
12470,[65 16 66 280],280
1867,[9 45 279],279
1300,[67 280],280
9167,[48 49 15 45 279],279
9129,[49 15 45 279],279
9860,[1 51 52 67 280],280
12912,[54 55 56 279],279
1182,[],285
6200,[105 106 284],284
7617,[62 66 280],280
10473,[17 90 282],282
2818,[283],283
2550,[126 288],288
8992,[49 15 45 279],279
10524,[17 90 282],282
7481,[101 283],283
820,[139 126 288],288
5260,[287],287
12329,[65 16 66 280],280
10579,[17 90 282],282
4287,[207 278],278
2930,[101 283],283
11481,[51 52 67 280],280
6573,[151 168 294],294
2538,[9 45 279],279
6041,[66 280],280
10309,[17 90 282],282
10748,[81 82 281],281
9939,[1 51 52 67 280],280
9385,[88 32 207 278],278
3332,[45 279],279
905,[22 121 19 285],285
692,[],287
2653,[124 177 176 126 288],288
10599,[17 90 282],282
8985,[49 15 45 279],279
6320,[],282
12000,[50 61 62 66 280],280
11757,[51 52 67 280],280
7442,[211 19 285],285
1915,[19 285],285
11939,[50 61 62 66 280],280
5652,[33 207 278],278
2146,[90 282],282
9352,[48 49 15 45 279],279
9331,[48 49 15 45 279],279
8938,[49 15 45 279],279
7321,[9 45 279],279
10150,[1 51 52 67 280],280
6035,[66 280],280
10567,[17 90 282],282
11817,[50 61 62 66 280],280
7111,[100 101 283],283
10637,[17 90 282],282
4740,[278],278
12583,[65 16 66 280],280
9235,[48 49 15 45 279],279
3502,[291],291
2963,[21 90 282],282
10987,[81 82 281],281
5814,[175 141 287],287
3602,[66 280],280
3482,[139 126 288],288
6848,[19 285],285
5289,[69 68 67 280],280
10202,[1 51 52 67 280],280
9888,[1 51 52 67 280],280
1847,[9 45 279],279
2500,[9 45 279],279
3421,[218 159 158 208 194 195 291],291
1034,[221 220 219 26 276],276
7336,[9 45 279],279
9905,[1 51 52 67 280],280
2109,[90 282],282
10044,[1 51 52 67 280],280
3637,[66 280],280
2355,[118 119 285],285
11102,[81 82 281],281
13202,[47 39 40 9 45 279],279
577,[56 279],279
3206,[175 141 287],287
3963,[277],277
633,[56 279],279
5175,[40 9 45 279],279
4676,[175 141 287],287
8011,[8 9 45 279],279
1926,[201 202 133 131 129 288],288
8736,[206 88 32 207 278],278
8880,[206 88 32 207 278],278
11934,[50 61 62 66 280],280
4868,[81 82 281],281
10858,[81 82 281],281
11830,[50 61 62 66 280],280
6066,[66 280],280
10631,[17 90 282],282
553,[56 279],279
4716,[278],278
8316,[105 106 284],284
8635,[19 285],285
9413,[88 32 207 278],278
12672,[65 16 66 280],280
2614,[55 56 279],279
8549,[286],286
12624,[65 16 66 280],280
13300,[47 39 40 9 45 279],279
3872,[67 280],280
7996,[8 9 45 279],279
12432,[65 16 66 280],280
11524,[51 52 67 280],280
4533,[],290
7399,[9 45 279],279
437,[146 292],292
3410,[45 279],279
5226,[190 167 168 294],294
12195,[50 61 62 66 280],280
3075,[66 280],280
6993,[285],285
2353,[118 119 285],285
3603,[66 280],280
1451,[162 164 293],293
4908,[193 192 175 141 287],287
1162,[],285
1838,[9 45 279],279
8603,[280],280
5372,[45 279],279
11884,[50 61 62 66 280],280
4279,[207 278],278
9607,[92 93 282],282
12496,[65 16 66 280],280
8225,[285],285
5444,[279],279
9493,[88 32 207 278],278
9089,[49 15 45 279],279
1306,[67 280],280
4322,[207 278],278
7283,[9 45 279],279
6694,[37 34 33 207 278],278
10841,[81 82 281],281
3773,[],283
7254,[9 45 279],279
11828,[50 61 62 66 280],280
9124,[49 15 45 279],279
1801,[206 88 32 207 278],278
1641,[138 143 5 287],287
1919,[19 285],285
6248,[145 160 292],292
10752,[81 82 281],281
10305,[17 90 282],282
3967,[277],277
527,[282],282
2779,[279],279
6219,[105 106 284],284
10284,[17 90 282],282
7044,[285],285
13243,[47 39 40 9 45 279],279
6049,[66 280],280
7613,[62 66 280],280
3983,[155 290],290
1414,[129 288],288
7558,[62 66 280],280
8522,[141 287],287
1354,[67 280],280
4208,[207 278],278
5451,[279],279
3248,[61 62 66 280],280
12926,[54 55 56 279],279
5812,[175 141 287],287
11766,[51 52 67 280],280
2277,[62 66 280],280
9571,[88 32 207 278],278
372,[191 175 141 287],287
12834,[54 55 56 279],279
11552,[51 52 67 280],280
11439,[51 52 67 280],280
7267,[9 45 279],279
12858,[54 55 56 279],279
1751,[34 33 207 278],278
9826,[1 51 52 67 280],280
5761,[121 19 285],285
8495,[141 287],287
9812,[92 93 282],282
9418,[88 32 207 278],278
1392,[24 29 277],277
1609,[5 287],287
5637,[33 207 278],278
5678,[33 207 278],278
806,[139 126 288],288
8937,[49 15 45 279],279
11292,[32 207 278],278
5709,[33 207 278],278
7073,[100 101 283],283
5077,[52 67 280],280
12424,[65 16 66 280],280
13072,[54 55 56 279],279
10477,[17 90 282],282
2269,[62 66 280],280
1879,[9 45 279],279
7246,[176 126 288],288
10831,[81 82 281],281
7861,[205 162 164 293],293
10737,[81 82 281],281
12343,[65 16 66 280],280
4346,[63 62 66 280],280
5806,[192 175 141 287],287
7372,[9 45 279],279
3982,[204 136 289],289
3839,[276],276
5345,[45 279],279
10234,[1 51 52 67 280],280
5731,[33 207 278],278
6761,[101 283],283
13353,[47 39 40 9 45 279],279
7239,[176 126 288],288
2298,[62 66 280],280
5950,[281],281
848,[32 207 278],278
5786,[192 175 141 287],287
10004,[1 51 52 67 280],280
2694,[251 217 137 135 136 289],289
8640,[19 285],285
6689,[37 34 33 207 278],278
3067,[66 280],280
3577,[66 280],280
7978,[8 9 45 279],279
5862,[57 56 279],279
4380,[16 66 280],280
484,[133 289],289
1430,[162 164 293],293
7751,[140 141 287],287
12514,[65 16 66 280],280
5759,[121 19 285],285
5167,[40 9 45 279],279
7984,[8 9 45 279],279
4112,[54 55 56 279],279
10699,[17 90 282],282
7741,[56 279],279
4757,[278],278
5069,[52 67 280],280
10391,[17 90 282],282
12800,[54 55 56 279],279
8261,[185 294],294
4505,[211 19 285],285
9378,[88 32 207 278],278
7365,[9 45 279],279
12036,[50 61 62 66 280],280
1120,[143 5 287],287
11633,[51 52 67 280],280
10730,[81 82 281],281
869,[32 207 278],278
6582,[37 34 33 207 278],278
8237,[285],285
11751,[51 52 67 280],280
1473,[292],292
8829,[206 88 32 207 278],278
3947,[277],277
2618,[55 56 279],279
9720,[92 93 282],282
5989,[281],281
10799,[81 82 281],281
12602,[65 16 66 280],280
10614,[17 90 282],282
6011,[104 105 106 284],284
5125,[40 9 45 279],279
7645,[23 11 211 19 285],285
11739,[51 52 67 280],280
11401,[51 52 67 280],280
2932,[101 283],283
4732,[278],278
6382,[160 292],292
10892,[81 82 281],281
5603,[141 287],287
6414,[45 279],279
516,[134 133 289],289
1971,[206 88 32 207 278],278
1572,[],281
11137,[81 82 281],281
11338,[32 207 278],278
4320,[207 278],278
7023,[285],285
7333,[9 45 279],279
1441,[162 164 293],293
6289,[144 203 204 136 152 290 155 291],291
11654,[51 52 67 280],280
2091,[],279
12964,[54 55 56 279],279
4665,[175 141 287],287
9186,[48 49 15 45 279],279
2808,[279],279
12063,[50 61 62 66 280],280
4278,[207 278],278
12059,[50 61 62 66 280],280
3709,[90 282],282
9959,[1 51 52 67 280],280
3457,[139 126 288],288
11867,[50 61 62 66 280],280
2758,[279],279
4684,[175 141 287],287
7491,[101 283],283
2940,[101 283],283
13268,[47 39 40 9 45 279],279
10837,[81 82 281],281
12949,[54 55 56 279],279
11977,[50 61 62 66 280],280
11385,[51 52 67 280],280
668,[292],292
10899,[81 82 281],281
1976,[282],282
3165,[32 207 278],278
8956,[49 15 45 279],279
729,[65 16 66 280],280
1935,[206 88 32 207 278],278
11892,[50 61 62 66 280],280
3724,[90 282],282
8781,[206 88 32 207 278],278
13294,[47 39 40 9 45 279],279
2912,[120 113 112 105 106 284],284
11578,[51 52 67 280],280
10744,[81 82 281],281
8941,[49 15 45 279],279
12135,[50 61 62 66 280],280
5587,[141 287],287
2753,[279],279
6985,[86 85 281],281
6461,[11 211 19 285],285
789,[139 126 288],288
4397,[16 66 280],280
4592,[106 284],284
10225,[1 51 52 67 280],280
2561,[126 288],288
8618,[19 285],285
3756,[204 136 152 290],290
4620,[106 284],284
11763,[51 52 67 280],280
8364,[93 282],282
622,[56 279],279
6588,[37 34 33 207 278],278
9838,[1 51 52 67 280],280
10000,[1 51 52 67 280],280
7494,[101 283],283
9954,[1 51 52 67 280],280
4756,[278],278
9999,[1 51 52 67 280],280
4512,[211 19 285],285
2397,[118 119 285],285
10686,[17 90 282],282
4270,[207 278],278
3626,[66 280],280
4146,[223 222 221 220 219 26 276],276
2294,[62 66 280],280
8735,[206 88 32 207 278],278
13020,[54 55 56 279],279
4593,[106 284],284
12774,[54 55 56 279],279
3001,[126 288],288
663,[292],292
965,[10 67 280],280
5054,[],280
9844,[1 51 52 67 280],280
6806,[50 61 62 66 280],280
602,[56 279],279
12592,[65 16 66 280],280
9371,[48 49 15 45 279],279
4157,[205 162 164 293],293
10060,[1 51 52 67 280],280
6980,[86 85 281],281
11314,[32 207 278],278
7440,[213 151 168 294],294
1941,[206 88 32 207 278],278
2227,[276],276
3022,[126 288],288
6632,[37 34 33 207 278],278
9638,[92 93 282],282
11103,[81 82 281],281
5959,[281],281
892,[32 207 278],278
4537,[39 40 9 45 279],279
12551,[65 16 66 280],280
9163,[48 49 15 45 279],279
10152,[1 51 52 67 280],280
12529,[65 16 66 280],280
10943,[81 82 281],281
9101,[49 15 45 279],279
9399,[88 32 207 278],278
3320,[45 279],279
9128,[49 15 45 279],279
3389,[45 279],279
3701,[90 282],282
9772,[92 93 282],282
12647,[65 16 66 280],280
10620,[17 90 282],282
878,[32 207 278],278
6374,[160 292],292
12381,[65 16 66 280],280
4950,[177 176 126 288],288
9856,[1 51 52 67 280],280
10264,[17 90 282],282
765,[49 15 45 279],279
12959,[54 55 56 279],279
5492,[279],279
492,[133 289],289
13169,[47 39 40 9 45 279],279
6128,[203 204 136 152 290],290
3139,[],278
8448,[],277
8040,[8 9 45 279],279
4836,[31 276],276
12748,[54 55 56 279],279
4206,[207 278],278
7380,[9 45 279],279
2765,[279],279
3143,[],278
6043,[66 280],280
12147,[50 61 62 66 280],280
486,[133 289],289
2563,[126 288],288
2120,[90 282],282
7515,[101 283],283
6266,[],288
8932,[49 15 45 279],279
7095,[100 101 283],283
3281,[61 62 66 280],280
1166,[],285
10692,[17 90 282],282
996,[112 105 106 284],284
510,[134 133 289],289
2110,[90 282],282
13089,[54 55 56 279],279
2959,[21 90 282],282
1237,[82 281],281
11225,[32 207 278],278
8311,[105 106 284],284
10107,[1 51 52 67 280],280
6595,[37 34 33 207 278],278
9246,[48 49 15 45 279],279
7610,[62 66 280],280
10273,[17 90 282],282
1747,[34 33 207 278],278
13107,[54 55 56 279],279
2816,[283],283
3341,[45 279],279
7687,[56 279],279
8470,[],277
10868,[81 82 281],281
4440,[197 113 112 105 106 284],284
9797,[92 93 282],282
6837,[50 61 62 66 280],280
6236,[157 145 160 292],292
6359,[160 292],292
2028,[],279
10845,[81 82 281],281
1465,[292],292
672,[292],292
7695,[56 279],279
10125,[1 51 52 67 280],280
4227,[207 278],278
11421,[51 52 67 280],280
4249,[207 278],278
5940,[177 176 126 288],288
12615,[65 16 66 280],280
3432,[88 32 207 278],278
8819,[206 88 32 207 278],278
2570,[55 56 279],279
4335,[63 62 66 280],280
1183,[],285
5777,[192 175 141 287],287
13029,[54 55 56 279],279
12490,[65 16 66 280],280
13117,[54 55 56 279],279
11047,[81 82 281],281
8713,[206 88 32 207 278],278
9975,[1 51 52 67 280],280
5838,[57 56 279],279
13297,[47 39 40 9 45 279],279
10151,[1 51 52 67 280],280
11985,[50 61 62 66 280],280
7547,[92 93 282],282
4059,[83 82 281],281
11700,[51 52 67 280],280
10397,[17 90 282],282
4712,[278],278
2267,[62 66 280],280
11903,[50 61 62 66 280],280
1339,[67 280],280
4555,[231 211 19 285],285
4128,[223 222 221 220 219 26 276],276
11778,[51 52 67 280],280
10939,[81 82 281],281
2983,[21 90 282],282
13175,[47 39 40 9 45 279],279
11232,[32 207 278],278
10643,[17 90 282],282
799,[139 126 288],288
6759,[101 283],283
12095,[50 61 62 66 280],280
10326,[17 90 282],282
11449,[51 52 67 280],280
4603,[106 284],284
9393,[88 32 207 278],278
10390,[17 90 282],282
5468,[279],279
11772,[51 52 67 280],280
12053,[50 61 62 66 280],280
12728,[54 55 56 279],279
5705,[33 207 278],278
8280,[281],281
3418,[218 159 158 208 194 195 291],291
13281,[47 39 40 9 45 279],279
7661,[56 279],279
5090,[52 67 280],280
876,[32 207 278],278
9703,[92 93 282],282
3766,[],283
7833,[277],277
4363,[63 62 66 280],280
4238,[207 278],278
8797,[206 88 32 207 278],278
11731,[51 52 67 280],280
7870,[205 162 164 293],293
9551,[88 32 207 278],278
2033,[],279
4404,[16 66 280],280
9274,[48 49 15 45 279],279
3622,[66 280],280
3940,[277],277
5655,[33 207 278],278
3952,[277],277
11238,[32 207 278],278
12438,[65 16 66 280],280
6503,[119 285],285
11882,[50 61 62 66 280],280
8558,[286],286
2436,[85 281],281
1397,[129 288],288
2346,[180 24 29 277],277
4078,[159 160 292],292
11340,[32 207 278],278
3053,[66 280],280
12738,[54 55 56 279],279
9243,[48 49 15 45 279],279
5380,[45 279],279
2919,[120 113 112 105 106 284],284
5452,[279],279
8846,[206 88 32 207 278],278
9166,[48 49 15 45 279],279
11130,[81 82 281],281
5549,[199 139 126 288],288
12342,[65 16 66 280],280
11384,[51 52 67 280],280
4377,[63 62 66 280],280
4296,[207 278],278
3713,[90 282],282
12231,[50 61 62 66 280],280
10339,[17 90 282],282
5958,[281],281
7028,[285],285
7933,[29 278],278
9329,[48 49 15 45 279],279
5414,[96 101 283],283
9085,[49 15 45 279],279
3055,[66 280],280
2593,[55 56 279],279
8701,[17 90 282],282
4963,[92 93 282],282
11009,[81 82 281],281
11501,[51 52 67 280],280
4754,[278],278
3097,[66 280],280
4581,[106 284],284
7551,[92 93 282],282
4239,[207 278],278
7159,[6 146 292],292
1047,[197 113 112 105 106 284],284
9531,[88 32 207 278],278
11508,[51 52 67 280],280
10973,[81 82 281],281
10274,[17 90 282],282
1803,[206 88 32 207 278],278
8560,[286],286
1042,[221 220 219 26 276],276
353,[49 15 45 279],279
11820,[50 61 62 66 280],280
8836,[206 88 32 207 278],278
9198,[48 49 15 45 279],279
3333,[45 279],279
8881,[206 88 32 207 278],278
12005,[50 61 62 66 280],280
12544,[65 16 66 280],280
10448,[17 90 282],282
1836,[9 45 279],279
10443,[17 90 282],282
10422,[17 90 282],282
8731,[206 88 32 207 278],278
10529,[17 90 282],282
7284,[9 45 279],279
10605,[17 90 282],282
4147,[223 222 221 220 219 26 276],276
4245,[207 278],278
3315,[45 279],279
12927,[54 55 56 279],279
11093,[81 82 281],281
8035,[8 9 45 279],279
12077,[50 61 62 66 280],280
7392,[9 45 279],279
8481,[59 63 62 66 280],280
13121,[54 55 56 279],279
2693,[251 217 137 135 136 289],289
11901,[50 61 62 66 280],280
6653,[37 34 33 207 278],278
10100,[1 51 52 67 280],280
8811,[206 88 32 207 278],278
8441,[],277
9168,[48 49 15 45 279],279
9401,[88 32 207 278],278
1296,[67 280],280
10348,[17 90 282],282
4892,[193 192 175 141 287],287
12757,[54 55 56 279],279
13314,[47 39 40 9 45 279],279
10038,[1 51 52 67 280],280
12430,[65 16 66 280],280
4280,[207 278],278
10974,[81 82 281],281
7656,[56 279],279
9658,[92 93 282],282
8249,[185 294],294
3118,[],278
9121,[49 15 45 279],279
11159,[32 207 278],278
9964,[1 51 52 67 280],280
12091,[50 61 62 66 280],280
6948,[280],280
4503,[211 19 285],285
664,[292],292
5811,[175 141 287],287
11410,[51 52 67 280],280
2293,[62 66 280],280
3806,[276],276
3987,[155 290],290
2237,[62 66 280],280
10173,[1 51 52 67 280],280
2625,[128 134 133 289],289
6304,[5 287],287
6931,[280],280
13271,[47 39 40 9 45 279],279
9338,[48 49 15 45 279],279
3558,[85 281],281
1215,[52 67 280],280
1032,[221 220 219 26 276],276
10199,[1 51 52 67 280],280
13091,[54 55 56 279],279
4063,[159 160 292],292
9339,[48 49 15 45 279],279
9441,[88 32 207 278],278
4192,[207 278],278
7250,[176 126 288],288
4969,[92 93 282],282
12626,[65 16 66 280],280
3779,[],283
7578,[62 66 280],280
10024,[1 51 52 67 280],280
7640,[62 66 280],280
4159,[205 162 164 293],293
2243,[62 66 280],280
8944,[49 15 45 279],279
6343,[],282
1163,[],285
4506,[211 19 285],285
7132,[144 203 204 136 152 290],290
7995,[8 9 45 279],279
9853,[1 51 52 67 280],280
814,[139 126 288],288
7909,[26 276],276
7338,[9 45 279],279
9075,[49 15 45 279],279
2419,[85 281],281
1611,[5 287],287
1135,[143 5 287],287
2612,[55 56 279],279
2819,[283],283
11146,[81 82 281],281
10047,[1 51 52 67 280],280
6756,[101 283],283
7112,[100 101 283],283
8418,[138 143 5 287],287
5799,[192 175 141 287],287
5052,[],280
1852,[9 45 279],279
9022,[49 15 45 279],279
7890,[205 162 164 293],293
12726,[54 55 56 279],279
4266,[207 278],278
4523,[199 139 126 288],288
3020,[126 288],288
716,[65 16 66 280],280
11294,[32 207 278],278
9312,[48 49 15 45 279],279
5008,[],280
9899,[1 51 52 67 280],280
8438,[],277
1370,[67 280],280
787,[139 126 288],288
12991,[54 55 56 279],279
4574,[51 52 67 280],280
11195,[32 207 278],278
5680,[33 207 278],278
9333,[48 49 15 45 279],279
